religion,social_group,sector,gender,marital_status,day_of_week,principal_activity_status,activity_type,n_total_persons,n_participants,participation_rate,total_minutes,mean_minutes_per_participant,mean_minutes_per_person
Islam,other backward class,Rural,male,currently married,Wednesday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",213,195,.91549295,26670,136.7692307692308,125.21127
Islam,other backward class,Rural,male,currently married,Wednesday,worked as casual wage labour: in other types of work,Self-care and maintenance,213,213,1,154050,723.2394366197183,723.23944
Islam,other backward class,Rural,male,currently married,Wednesday,"rentiers, pensioners , remittance recipients, etc.",Unpaid domestic services for household members,31,15,.48387095,2070,138,66.774193
Islam,other backward class,Rural,male,currently married,Wednesday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",31,31,1,12600,406.4516129032258,406.4516
Islam,other backward class,Rural,male,currently married,Wednesday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",31,29,.93548387,7740,266.8965517241379,249.67741
Islam,other backward class,Rural,male,currently married,Wednesday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,31,31,1,26580,857.4193548387096,857.41937
Islam,other backward class,Rural,male,currently married,Wednesday,not able to work due to disability,"Socializing and communication, community participation and religious practice",11,10,.90909094,3420,342,310.90909
Islam,other backward class,Rural,male,currently married,Wednesday,not able to work due to disability,"Culture, leisure, mass-media and sports practices",11,11,1,3030,275.4545454545454,275.45456
Islam,other backward class,Rural,male,currently married,Wednesday,not able to work due to disability,Self-care and maintenance,11,11,1,9630,875.4545454545455,875.45453
Islam,other backward class,Rural,male,currently married,Thursday,worked in household enterprise (self-employed): own account worker,Employment and related activities,292,259,.88698632,120180,464.015444015444,411.57535
Islam,other backward class,Rural,male,currently married,Thursday,worked in household enterprise (self-employed): own account worker,Production of goods for own final use,292,65,.22260274,9900,152.3076923076923,33.90411
Islam,other backward class,Rural,male,currently married,Thursday,worked in household enterprise (self-employed): own account worker,Unpaid domestic services for household members,292,105,.35958904,11010,104.8571428571429,37.705479
Islam,other backward class,Rural,male,currently married,Thursday,worked in household enterprise (self-employed): own account worker,Unpaid caregiving services for household members,292,80,.2739726,7080,88.5,24.246574
Islam,other backward class,Rural,male,currently married,Thursday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",292,285,.97602737,70770,248.3157894736842,242.36301
Islam,other backward class,Rural,male,currently married,Thursday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",292,265,.90753424,41610,157.0188679245283,142.5
Islam,other backward class,Rural,male,currently married,Thursday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,292,292,1,217950,746.4041095890411,746.40411
Islam,other backward class,Rural,male,currently married,Thursday,worked in household enterprise (self-employed): employer,Employment and related activities,20,19,.94999999,9570,503.6842105263158,478.5
Islam,other backward class,Rural,male,currently married,Thursday,worked in household enterprise (self-employed): employer,"Socializing and communication, community participation and religious practice",20,19,.94999999,5310,279.4736842105263,265.5
Islam,other backward class,Rural,male,currently married,Thursday,worked in household enterprise (self-employed): employer,"Culture, leisure, mass-media and sports practices",20,19,.94999999,3840,202.1052631578947,192
Islam,other backward class,Rural,male,currently married,Thursday,worked in household enterprise (self-employed): employer,Self-care and maintenance,20,20,1,15030,751.5,751.5
Islam,other backward class,Rural,male,currently married,Thursday,worked as helper in household enterprise (unpaid family worker),Employment and related activities,16,15,.9375,6090,406,380.625
Islam,other backward class,Rural,male,currently married,Thursday,worked as helper in household enterprise (unpaid family worker),"Socializing and communication, community participation and religious practice",16,16,1,5130,320.625,320.625
Islam,other backward class,Rural,male,currently married,Thursday,worked as helper in household enterprise (unpaid family worker),"Culture, leisure, mass-media and sports practices",16,15,.9375,2310,154,144.375
Islam,other backward class,Rural,male,currently married,Thursday,worked as helper in household enterprise (unpaid family worker),Self-care and maintenance,16,16,1,11820,738.75,738.75
Islam,other backward class,Rural,male,currently married,Thursday,worked as regular salaried/ wage employee,Employment and related activities,71,66,.92957747,35730,541.3636363636364,503.23944
Islam,other backward class,Rural,male,currently married,Thursday,worked as regular salaried/ wage employee,Unpaid domestic services for household members,71,18,.25352111,2130,118.3333333333333,30
Islam,other backward class,Rural,male,currently married,Thursday,worked as regular salaried/ wage employee,Unpaid caregiving services for household members,71,26,.36619717,1860,71.53846153846153,26.197184
Islam,other backward class,Rural,male,currently married,Thursday,worked as regular salaried/ wage employee,"Socializing and communication, community participation and religious practice",71,71,1,17010,239.5774647887324,239.57747
Islam,other backward class,Rural,male,currently married,Thursday,worked as regular salaried/ wage employee,"Culture, leisure, mass-media and sports practices",71,67,.94366199,10080,150.4477611940299,141.97183
Islam,other backward class,Rural,male,currently married,Thursday,worked as regular salaried/ wage employee,Self-care and maintenance,71,71,1,50430,710.2816901408451,710.28168
Islam,other backward class,Rural,male,currently married,Thursday,worked as casual wage labour: in public works,Employment and related activities,16,13,.8125,5940,456.9230769230769,371.25
Islam,other backward class,Rural,male,currently married,Thursday,worked as casual wage labour: in public works,"Socializing and communication, community participation and religious practice",16,15,.9375,3240,216,202.5
Islam,other backward class,Rural,male,currently married,Thursday,worked as casual wage labour: in public works,"Culture, leisure, mass-media and sports practices",16,12,.75,1920,160,120
Islam,other backward class,Rural,male,currently married,Thursday,worked as casual wage labour: in public works,Self-care and maintenance,16,16,1,12990,811.875,811.875
Islam,other backward class,Rural,male,currently married,Thursday,worked as casual wage labour: in other types of work,Employment and related activities,197,186,.94416243,95700,514.516129032258,485.7868
Islam,other backward class,Rural,male,currently married,Thursday,worked as casual wage labour: in other types of work,Production of goods for own final use,197,25,.12690355,2550,102,12.944162
Islam,other backward class,Rural,male,currently married,Thursday,worked as casual wage labour: in other types of work,Unpaid domestic services for household members,197,73,.37055838,6060,83.01369863013699,30.761421
Islam,other backward class,Rural,male,currently married,Thursday,worked as casual wage labour: in other types of work,Unpaid caregiving services for household members,197,71,.3604061,6270,88.30985915492958,31.827412
Islam,other backward class,Rural,male,currently married,Thursday,worked as casual wage labour: in other types of work,"Socializing and communication, community participation and religious practice",197,188,.95431471,39120,208.0851063829787,198.57867
Islam,other backward class,Rural,male,currently married,Thursday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",197,177,.89847714,26190,147.9661016949153,132.94417
Islam,other backward class,Rural,male,currently married,Thursday,worked as casual wage labour: in other types of work,Self-care and maintenance,197,197,1,142620,723.9593908629441,723.95941
Islam,other backward class,Rural,male,currently married,Thursday,"rentiers, pensioners , remittance recipients, etc.",Unpaid domestic services for household members,33,11,.33333334,1590,144.5454545454545,48.18182
Islam,other backward class,Rural,male,currently married,Thursday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",33,33,1,14310,433.6363636363636,433.63635
Islam,other backward class,Rural,male,currently married,Thursday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",33,32,.969697,8070,252.1875,244.54546
Islam,other backward class,Rural,male,currently married,Thursday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,33,33,1,26580,805.4545454545455,805.45453
Islam,other backward class,Rural,male,currently married,Thursday,not able to work due to disability,"Socializing and communication, community participation and religious practice",11,11,1,4410,400.9090909090909,400.90909
Islam,other backward class,Rural,male,currently married,Thursday,not able to work due to disability,"Culture, leisure, mass-media and sports practices",11,10,.90909094,3570,357,324.54544
Islam,other backward class,Rural,male,currently married,Thursday,not able to work due to disability,Self-care and maintenance,11,11,1,9090,826.3636363636364,826.36365
Islam,other backward class,Rural,male,currently married,Friday,worked in household enterprise (self-employed): own account worker,Employment and related activities,308,285,.92532468,130410,457.578947368421,423.40909
Islam,other backward class,Rural,male,currently married,Friday,worked in household enterprise (self-employed): own account worker,Production of goods for own final use,308,61,.19805194,9540,156.3934426229508,30.974026
Islam,other backward class,Rural,male,currently married,Friday,worked in household enterprise (self-employed): own account worker,Unpaid domestic services for household members,308,98,.31818181,8580,87.55102040816327,27.857143
Islam,other backward class,Rural,male,currently married,Friday,worked in household enterprise (self-employed): own account worker,Unpaid caregiving services for household members,308,86,.27922079,8730,101.5116279069767,28.344156
Islam,other backward class,Rural,male,currently married,Friday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",308,300,.97402596,72120,240.4,234.15584
Islam,other backward class,Rural,male,currently married,Friday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",308,282,.91558444,42960,152.3404255319149,139.48051
Islam,other backward class,Rural,male,currently married,Friday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,308,308,1,223740,726.4285714285714,726.42859
Islam,other backward class,Rural,male,currently married,Friday,worked in household enterprise (self-employed): employer,Employment and related activities,16,15,.9375,7230,482,451.875
Islam,other backward class,Rural,male,currently married,Friday,worked in household enterprise (self-employed): employer,"Socializing and communication, community participation and religious practice",16,16,1,6360,397.5,397.5
Islam,other backward class,Rural,male,currently married,Friday,worked in household enterprise (self-employed): employer,"Culture, leisure, mass-media and sports practices",16,15,.9375,3420,228,213.75
Islam,other backward class,Rural,male,currently married,Friday,worked in household enterprise (self-employed): employer,Self-care and maintenance,16,16,1,11280,705,705
Islam,other backward class,Rural,male,currently married,Friday,worked as helper in household enterprise (unpaid family worker),Employment and related activities,12,10,.83333331,3780,378,315
Islam,other backward class,Rural,male,currently married,Friday,worked as helper in household enterprise (unpaid family worker),"Socializing and communication, community participation and religious practice",12,11,.91666669,2820,256.3636363636364,235
Islam,other backward class,Rural,male,currently married,Friday,worked as helper in household enterprise (unpaid family worker),"Culture, leisure, mass-media and sports practices",12,11,.91666669,2610,237.2727272727273,217.5
Islam,other backward class,Rural,male,currently married,Friday,worked as helper in household enterprise (unpaid family worker),Self-care and maintenance,12,12,1,9570,797.5,797.5
Islam,other backward class,Rural,male,currently married,Friday,worked as regular salaried/ wage employee,Employment and related activities,72,66,.91666669,35490,537.7272727272727,492.91666
Islam,other backward class,Rural,male,currently married,Friday,worked as regular salaried/ wage employee,Unpaid domestic services for household members,72,16,.22222222,1260,78.75,17.5
Islam,other backward class,Rural,male,currently married,Friday,worked as regular salaried/ wage employee,Unpaid caregiving services for household members,72,27,.375,2640,97.77777777777777,36.666668
Islam,other backward class,Rural,male,currently married,Friday,worked as regular salaried/ wage employee,"Socializing and communication, community participation and religious practice",72,71,.9861111,16800,236.6197183098592,233.33333
Islam,other backward class,Rural,male,currently married,Friday,worked as regular salaried/ wage employee,"Culture, leisure, mass-media and sports practices",72,67,.93055558,9570,142.8358208955224,132.91667
Islam,other backward class,Rural,male,currently married,Friday,worked as regular salaried/ wage employee,Self-care and maintenance,72,72,1,50250,697.9166666666666,697.91669
Islam,other backward class,Rural,male,currently married,Friday,worked as casual wage labour: in public works,Employment and related activities,21,21,1,9870,470,470
Islam,other backward class,Rural,male,currently married,Friday,worked as casual wage labour: in public works,Unpaid caregiving services for household members,21,13,.61904764,720,55.38461538461539,34.285713
Islam,other backward class,Rural,male,currently married,Friday,worked as casual wage labour: in public works,"Socializing and communication, community participation and religious practice",21,20,.95238096,3900,195,185.71428
Islam,other backward class,Rural,male,currently married,Friday,worked as casual wage labour: in public works,"Culture, leisure, mass-media and sports practices",21,21,1,3210,152.8571428571429,152.85715
Islam,other backward class,Rural,male,currently married,Friday,worked as casual wage labour: in public works,Self-care and maintenance,21,21,1,17070,812.8571428571429,812.85712
Islam,other backward class,Rural,male,currently married,Friday,worked as casual wage labour: in other types of work,Employment and related activities,222,205,.92342341,102930,502.0975609756098,463.64865
Islam,other backward class,Rural,male,currently married,Friday,worked as casual wage labour: in other types of work,Production of goods for own final use,222,34,.15315315,3270,96.17647058823529,14.72973
Islam,other backward class,Rural,male,currently married,Friday,worked as casual wage labour: in other types of work,Unpaid domestic services for household members,222,76,.34234235,6510,85.65789473684211,29.324324
Islam,other backward class,Rural,male,currently married,Friday,worked as casual wage labour: in other types of work,Unpaid caregiving services for household members,222,69,.3108108,6210,90,27.972973
Islam,other backward class,Rural,male,currently married,Friday,worked as casual wage labour: in other types of work,"Socializing and communication, community participation and religious practice",222,215,.96846849,51030,237.3488372093023,229.86487
Islam,other backward class,Rural,male,currently married,Friday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",222,200,.9009009,30720,153.6,138.37837
Islam,other backward class,Rural,male,currently married,Friday,worked as casual wage labour: in other types of work,Self-care and maintenance,222,222,1,162120,730.2702702702703,730.27026
Islam,other backward class,Rural,male,currently married,Friday,"rentiers, pensioners , remittance recipients, etc.",Unpaid domestic services for household members,27,12,.44444445,1410,117.5,52.222221
Islam,other backward class,Rural,male,currently married,Friday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",27,27,1,11400,422.2222222222222,422.22223
Islam,other backward class,Rural,male,currently married,Friday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",27,25,.92592591,8190,327.6,303.33334
Islam,other backward class,Rural,male,currently married,Friday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,27,27,1,22860,846.6666666666666,846.66669
Islam,other backward class,Rural,male,currently married,Saturday,worked in household enterprise (self-employed): own account worker,Employment and related activities,287,267,.93031359,121380,454.6067415730337,422.92682
Islam,other backward class,Rural,male,currently married,Saturday,worked in household enterprise (self-employed): own account worker,Production of goods for own final use,287,49,.17073171,7470,152.4489795918367,26.027874
Islam,other backward class,Rural,male,currently married,Saturday,worked in household enterprise (self-employed): own account worker,Unpaid domestic services for household members,287,88,.30662021,9480,107.7272727272727,33.031361
Islam,other backward class,Rural,male,currently married,Saturday,worked in household enterprise (self-employed): own account worker,Unpaid caregiving services for household members,287,100,.34843206,8520,85.2,29.686411
Islam,other backward class,Rural,male,currently married,Saturday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",287,276,.96167248,66240,240,230.80139
Islam,other backward class,Rural,male,currently married,Saturday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",287,263,.91637629,40710,154.7908745247148,141.84669
Islam,other backward class,Rural,male,currently married,Saturday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,287,287,1,210420,733.170731707317,733.17072
Islam,other backward class,Rural,male,currently married,Saturday,worked in household enterprise (self-employed): employer,Employment and related activities,12,11,.91666669,5670,515.4545454545455,472.5
Islam,other backward class,Rural,male,currently married,Saturday,worked in household enterprise (self-employed): employer,"Socializing and communication, community participation and religious practice",12,12,1,3990,332.5,332.5
Islam,other backward class,Rural,male,currently married,Saturday,worked in household enterprise (self-employed): employer,"Culture, leisure, mass-media and sports practices",12,11,.91666669,1920,174.5454545454545,160
Islam,other backward class,Rural,male,currently married,Saturday,worked in household enterprise (self-employed): employer,Self-care and maintenance,12,12,1,8820,735,735
Islam,other backward class,Rural,male,currently married,Saturday,worked as regular salaried/ wage employee,Employment and related activities,74,67,.9054054,37470,559.2537313432836,506.35135
Islam,other backward class,Rural,male,currently married,Saturday,worked as regular salaried/ wage employee,Production of goods for own final use,74,15,.2027027,1680,112,22.702703
Islam,other backward class,Rural,male,currently married,Saturday,worked as regular salaried/ wage employee,Unpaid domestic services for household members,74,18,.24324325,1890,105,25.540541
Islam,other backward class,Rural,male,currently married,Saturday,worked as regular salaried/ wage employee,Unpaid caregiving services for household members,74,32,.43243244,2610,81.5625,35.270271
Islam,other backward class,Rural,male,currently married,Saturday,worked as regular salaried/ wage employee,"Socializing and communication, community participation and religious practice",74,74,1,15390,207.972972972973,207.97298
Islam,other backward class,Rural,male,currently married,Saturday,worked as regular salaried/ wage employee,"Culture, leisure, mass-media and sports practices",74,65,.87837839,9780,150.4615384615385,132.16216
Islam,other backward class,Rural,male,currently married,Saturday,worked as regular salaried/ wage employee,Self-care and maintenance,74,74,1,52860,714.3243243243244,714.32434
Islam,other backward class,Rural,male,currently married,Saturday,worked as casual wage labour: in other types of work,Employment and related activities,201,190,.94527364,96330,507,479.25372
Islam,other backward class,Rural,male,currently married,Saturday,worked as casual wage labour: in other types of work,Production of goods for own final use,201,32,.15920398,3990,124.6875,19.850746
Islam,other backward class,Rural,male,currently married,Saturday,worked as casual wage labour: in other types of work,Unpaid domestic services for household members,201,77,.38308457,6210,80.64935064935065,30.895523
Islam,other backward class,Rural,male,currently married,Saturday,worked as casual wage labour: in other types of work,Unpaid caregiving services for household members,201,71,.35323384,6090,85.77464788732394,30.298508
Islam,other backward class,Rural,male,currently married,Saturday,worked as casual wage labour: in other types of work,"Socializing and communication, community participation and religious practice",201,195,.97014928,41940,215.0769230769231,208.65672
Islam,other backward class,Rural,male,currently married,Saturday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",201,174,.86567163,26070,149.8275862068965,129.70149
Islam,other backward class,Rural,male,currently married,Saturday,worked as casual wage labour: in other types of work,Self-care and maintenance,201,201,1,147120,731.9402985074627,731.94031
Islam,other backward class,Rural,male,currently married,Saturday,"rentiers, pensioners , remittance recipients, etc.",Unpaid domestic services for household members,25,10,.40000001,1320,132,52.799999
Islam,other backward class,Rural,male,currently married,Saturday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",25,25,1,10560,422.4,422.39999
Islam,other backward class,Rural,male,currently married,Saturday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",25,25,1,6390,255.6,255.60001
Islam,other backward class,Rural,male,currently married,Saturday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,25,25,1,21360,854.4,854.40002
Islam,other backward class,Rural,male,currently married,Saturday,not able to work due to disability,"Socializing and communication, community participation and religious practice",16,15,.9375,4260,284,266.25
Islam,other backward class,Rural,male,currently married,Saturday,not able to work due to disability,"Culture, leisure, mass-media and sports practices",16,16,1,4260,266.25,266.25
Islam,other backward class,Rural,male,currently married,Saturday,not able to work due to disability,Self-care and maintenance,16,16,1,15150,946.875,946.875
Islam,other backward class,Rural,male,currently married,Sunday,worked in household enterprise (self-employed): own account worker,Employment and related activities,283,257,.90812719,118140,459.6887159533074,417.45584
Islam,other backward class,Rural,male,currently married,Sunday,worked in household enterprise (self-employed): own account worker,Production of goods for own final use,283,59,.20848057,8610,145.9322033898305,30.424028
Islam,other backward class,Rural,male,currently married,Sunday,worked in household enterprise (self-employed): own account worker,Unpaid domestic services for household members,283,105,.37102473,10050,95.71428571428571,35.512367
Islam,other backward class,Rural,male,currently married,Sunday,worked in household enterprise (self-employed): own account worker,Unpaid caregiving services for household members,283,85,.30035335,8040,94.58823529411765,28.409895
Islam,other backward class,Rural,male,currently married,Sunday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",283,268,.94699645,64080,239.1044776119403,226.43109
Islam,other backward class,Rural,male,currently married,Sunday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",283,265,.93639576,41040,154.8679245283019,145.01767
Islam,other backward class,Rural,male,currently married,Sunday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,283,283,1,210240,742.8975265017668,742.89752
Islam,other backward class,Rural,male,currently married,Sunday,worked in household enterprise (self-employed): employer,"Socializing and communication, community participation and religious practice",11,11,1,3360,305.4545454545454,305.45456
Islam,other backward class,Rural,male,currently married,Sunday,worked in household enterprise (self-employed): employer,"Culture, leisure, mass-media and sports practices",11,10,.90909094,1680,168,152.72728
Islam,other backward class,Rural,male,currently married,Sunday,worked in household enterprise (self-employed): employer,Self-care and maintenance,11,11,1,7710,700.9090909090909,700.90912
Islam,other backward class,Rural,male,currently married,Sunday,worked as helper in household enterprise (unpaid family worker),Employment and related activities,10,10,1,3510,351,351
Islam,other backward class,Rural,male,currently married,Sunday,worked as helper in household enterprise (unpaid family worker),"Culture, leisure, mass-media and sports practices",10,10,1,2130,213,213
Islam,other backward class,Rural,male,currently married,Sunday,worked as helper in household enterprise (unpaid family worker),Self-care and maintenance,10,10,1,7290,729,729
Islam,other backward class,Rural,male,currently married,Sunday,worked as regular salaried/ wage employee,Employment and related activities,69,44,.63768119,24180,549.5454545454545,350.43478
Islam,other backward class,Rural,male,currently married,Sunday,worked as regular salaried/ wage employee,Production of goods for own final use,69,10,.14492753,1440,144,20.869566
Islam,other backward class,Rural,male,currently married,Sunday,worked as regular salaried/ wage employee,Unpaid domestic services for household members,69,33,.47826087,2910,88.18181818181819,42.173912
Islam,other backward class,Rural,male,currently married,Sunday,worked as regular salaried/ wage employee,Unpaid caregiving services for household members,69,34,.49275362,3630,106.7647058823529,52.608696
Islam,other backward class,Rural,male,currently married,Sunday,worked as regular salaried/ wage employee,"Socializing and communication, community participation and religious practice",69,61,.884058,15750,258.1967213114754,228.26086
Islam,other backward class,Rural,male,currently married,Sunday,worked as regular salaried/ wage employee,"Culture, leisure, mass-media and sports practices",69,65,.942029,14520,223.3846153846154,210.43478
Islam,other backward class,Rural,male,currently married,Sunday,worked as regular salaried/ wage employee,Self-care and maintenance,69,69,1,49470,716.9565217391304,716.95654
Islam,other backward class,Rural,male,currently married,Sunday,worked as casual wage labour: in other types of work,Employment and related activities,179,153,.85474861,75720,494.9019607843137,423.01675
Islam,other backward class,Rural,male,currently married,Sunday,worked as casual wage labour: in other types of work,Production of goods for own final use,179,27,.15083799,3090,114.4444444444444,17.262569
Islam,other backward class,Rural,male,currently married,Sunday,worked as casual wage labour: in other types of work,Unpaid domestic services for household members,179,66,.36871508,5700,86.36363636363636,31.843575
Islam,other backward class,Rural,male,currently married,Sunday,worked as casual wage labour: in other types of work,Unpaid caregiving services for household members,179,61,.34078214,5940,97.37704918032787,33.184357
Islam,other backward class,Rural,male,currently married,Sunday,worked as casual wage labour: in other types of work,"Socializing and communication, community participation and religious practice",179,173,.96648043,40470,233.9306358381503,226.08939
Islam,other backward class,Rural,male,currently married,Sunday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",179,163,.91061455,28140,172.638036809816,157.20671
Islam,other backward class,Rural,male,currently married,Sunday,worked as casual wage labour: in other types of work,Self-care and maintenance,179,179,1,135960,759.5530726256983,759.5531
Islam,other backward class,Rural,male,currently married,Sunday,did not work but was seeking and/or available for work,"Socializing and communication, community participation and religious practice",10,10,1,2850,285,285
Islam,other backward class,Rural,male,currently married,Sunday,did not work but was seeking and/or available for work,Self-care and maintenance,10,10,1,8370,837,837
Islam,other backward class,Rural,male,currently married,Sunday,"rentiers, pensioners , remittance recipients, etc.",Unpaid domestic services for household members,32,10,.3125,1320,132,41.25
Islam,other backward class,Rural,male,currently married,Sunday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",32,32,1,14700,459.375,459.375
Islam,other backward class,Rural,male,currently married,Sunday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",32,31,.96875,7560,243.8709677419355,236.25
Islam,other backward class,Rural,male,currently married,Sunday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,32,32,1,27390,855.9375,855.9375
Islam,other backward class,Rural,male,currently married,Sunday,not able to work due to disability,"Socializing and communication, community participation and religious practice",11,11,1,3870,351.8181818181818,351.81818
Islam,other backward class,Rural,male,currently married,Sunday,not able to work due to disability,"Culture, leisure, mass-media and sports practices",11,11,1,3510,319.0909090909091,319.09091
Islam,other backward class,Rural,male,currently married,Sunday,not able to work due to disability,Self-care and maintenance,11,11,1,9420,856.3636363636364,856.36365
Islam,other backward class,Rural,male,widowed,Wednesday,worked in household enterprise (self-employed): own account worker,Employment and related activities,10,10,1,4110,411,411
Islam,other backward class,Rural,male,widowed,Wednesday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",10,10,1,1770,177,177
Islam,other backward class,Rural,male,widowed,Wednesday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,10,10,1,7800,780,780
Islam,other backward class,Rural,male,widowed,Saturday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",12,12,1,4230,352.5,352.5
Islam,other backward class,Rural,male,widowed,Saturday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,12,12,1,9870,822.5,822.5
Islam,other backward class,Rural,male,widowed,Saturday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",17,17,1,5700,335.2941176470588,335.29413
Islam,other backward class,Rural,male,widowed,Saturday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",17,17,1,3960,232.9411764705882,232.94118
Islam,other backward class,Rural,male,widowed,Saturday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,17,17,1,15030,884.1176470588235,884.11768
Islam,other backward class,Rural,male,widowed,Sunday,worked in household enterprise (self-employed): own account worker,Employment and related activities,10,10,1,4230,423,423
Islam,other backward class,Rural,male,widowed,Sunday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",10,10,1,1470,147,147
Islam,other backward class,Rural,male,widowed,Sunday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,10,10,1,7620,762,762
Islam,other backward class,Rural,female,never married,Monday,worked in household enterprise (self-employed): own account worker,Employment and related activities,11,11,1,3810,346.3636363636364,346.36365
Islam,other backward class,Rural,female,never married,Monday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",11,11,1,2340,212.7272727272727,212.72728
Islam,other backward class,Rural,female,never married,Monday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",11,11,1,2370,215.4545454545455,215.45454
Islam,other backward class,Rural,female,never married,Monday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,11,11,1,8520,774.5454545454545,774.54547
Islam,other backward class,Rural,female,never married,Monday,attended educational institution,Unpaid domestic services for household members,290,94,.32413793,13080,139.1489361702128,45.103447
Islam,other backward class,Rural,female,never married,Monday,attended educational institution,Unpaid caregiving services for household members,290,18,.062068965,1320,73.33333333333333,4.551724
Islam,other backward class,Rural,female,never married,Monday,attended educational institution,Learning,290,267,.92068964,117180,438.876404494382,404.06897
Islam,other backward class,Rural,female,never married,Monday,attended educational institution,"Socializing and communication, community participation and religious practice",290,221,.76206899,35460,160.4524886877828,122.27586
Islam,other backward class,Rural,female,never married,Monday,attended educational institution,"Culture, leisure, mass-media and sports practices",290,275,.94827586,55290,201.0545454545455,190.65517
Islam,other backward class,Rural,female,never married,Monday,attended educational institution,Self-care and maintenance,290,290,1,231990,799.9655172413793,799.96552
Islam,other backward class,Rural,female,never married,Monday,attended domestic duties only,Production of goods for own final use,55,10,.18181819,840,84,15.272727
Islam,other backward class,Rural,female,never married,Monday,attended domestic duties only,Unpaid domestic services for household members,55,51,.92727274,17940,351.7647058823529,326.18182
Islam,other backward class,Rural,female,never married,Monday,attended domestic duties only,"Socializing and communication, community participation and religious practice",55,53,.96363634,14190,267.7358490566038,258
Islam,other backward class,Rural,female,never married,Monday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",55,53,.96363634,10770,203.2075471698113,195.81818
Islam,other backward class,Rural,female,never married,Monday,attended domestic duties only,Self-care and maintenance,55,55,1,43500,790.9090909090909,790.90912
Islam,other backward class,Rural,female,never married,Monday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid domestic services for household members,17,17,1,5310,312.3529411764706,312.35294
Islam,other backward class,Rural,female,never married,Monday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Socializing and communication, community participation and religious practice",17,17,1,4200,247.0588235294118,247.05882
Islam,other backward class,Rural,female,never married,Monday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Culture, leisure, mass-media and sports practices",17,17,1,3630,213.5294117647059,213.52942
