religion,social_group,sector,gender,marital_status,day_of_week,principal_activity_status,activity_type,n_total_persons,n_participants,participation_rate,total_minutes,mean_minutes_per_participant,mean_minutes_per_person
Hinduism,scheduled caste,Rural,female,never married,Friday,attended educational institution,"Culture, leisure, mass-media and sports practices",866,827,.95496535,175950,212.7569528415961,203.17552
Hinduism,scheduled caste,Rural,female,never married,Friday,attended educational institution,Self-care and maintenance,866,866,1,683130,788.8337182448037,788.83374
Hinduism,scheduled caste,Rural,female,never married,Friday,attended domestic duties only,Production of goods for own final use,106,24,.2264151,2220,92.5,20.943396
Hinduism,scheduled caste,Rural,female,never married,Friday,attended domestic duties only,Unpaid domestic services for household members,106,99,.93396229,33300,336.3636363636364,314.15094
Hinduism,scheduled caste,Rural,female,never married,Friday,attended domestic duties only,Unpaid caregiving services for household members,106,11,.10377359,1260,114.5454545454545,11.886792
Hinduism,scheduled caste,Rural,female,never married,Friday,attended domestic duties only,Learning,106,11,.10377359,4020,365.4545454545454,37.92453
Hinduism,scheduled caste,Rural,female,never married,Friday,attended domestic duties only,"Socializing and communication, community participation and religious practice",106,97,.91509432,20370,210,192.16982
Hinduism,scheduled caste,Rural,female,never married,Friday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",106,101,.9528302,25200,249.5049504950495,237.73586
Hinduism,scheduled caste,Rural,female,never married,Friday,attended domestic duties only,Self-care and maintenance,106,106,1,82050,774.0566037735849,774.05658
Hinduism,scheduled caste,Rural,female,never married,Friday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Production of goods for own final use,41,21,.51219511,2460,117.1428571428571,60
Hinduism,scheduled caste,Rural,female,never married,Friday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid domestic services for household members,41,41,1,14970,365.1219512195122,365.12195
Hinduism,scheduled caste,Rural,female,never married,Friday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Socializing and communication, community participation and religious practice",41,38,.92682928,6630,174.4736842105263,161.70732
Hinduism,scheduled caste,Rural,female,never married,Friday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Culture, leisure, mass-media and sports practices",41,37,.902439,8070,218.1081081081081,196.82927
Hinduism,scheduled caste,Rural,female,never married,Friday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Self-care and maintenance,41,41,1,30270,738.2926829268292,738.29266
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked in household enterprise (self-employed): own account worker,Employment and related activities,15,15,1,4560,304,304
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked in household enterprise (self-employed): own account worker,Unpaid domestic services for household members,15,10,.66666669,2910,291,194
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",15,13,.86666667,2430,186.9230769230769,162
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",15,14,.93333334,1770,126.4285714285714,118
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,15,15,1,11580,772,772
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked as helper in household enterprise (unpaid family worker),"Socializing and communication, community participation and religious practice",12,12,1,3030,252.5,252.5
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked as helper in household enterprise (unpaid family worker),"Culture, leisure, mass-media and sports practices",12,12,1,1830,152.5,152.5
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked as helper in household enterprise (unpaid family worker),Self-care and maintenance,12,12,1,9540,795,795
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked as regular salaried/ wage employee,Employment and related activities,16,16,1,8370,523.125,523.125
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked as regular salaried/ wage employee,Unpaid domestic services for household members,16,12,.75,1560,130,97.5
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked as regular salaried/ wage employee,"Socializing and communication, community participation and religious practice",16,14,.875,2310,165,144.375
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked as regular salaried/ wage employee,"Culture, leisure, mass-media and sports practices",16,15,.9375,2580,172,161.25
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked as regular salaried/ wage employee,Self-care and maintenance,16,16,1,11370,710.625,710.625
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked as casual wage labour: in other types of work,Employment and related activities,20,13,.64999998,6540,503.0769230769231,327
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked as casual wage labour: in other types of work,Unpaid domestic services for household members,20,17,.85000002,4290,252.3529411764706,214.5
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked as casual wage labour: in other types of work,"Socializing and communication, community participation and religious practice",20,20,1,3660,183,183
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",20,19,.94999999,2460,129.4736842105263,123
Hinduism,scheduled caste,Rural,female,never married,Saturday,worked as casual wage labour: in other types of work,Self-care and maintenance,20,20,1,14940,747,747
Hinduism,scheduled caste,Rural,female,never married,Saturday,did not work but was seeking and/or available for work,Unpaid domestic services for household members,19,16,.84210527,3420,213.75,180
Hinduism,scheduled caste,Rural,female,never married,Saturday,did not work but was seeking and/or available for work,"Socializing and communication, community participation and religious practice",19,17,.89473683,3090,181.7647058823529,162.63158
Hinduism,scheduled caste,Rural,female,never married,Saturday,did not work but was seeking and/or available for work,"Culture, leisure, mass-media and sports practices",19,19,1,5670,298.421052631579,298.42105
Hinduism,scheduled caste,Rural,female,never married,Saturday,did not work but was seeking and/or available for work,Self-care and maintenance,19,19,1,15510,816.3157894736842,816.3158
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended educational institution,Employment and related activities,827,11,.013301088,2550,231.8181818181818,3.0834341
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended educational institution,Production of goods for own final use,827,53,.064087063,4140,78.11320754716981,5.0060458
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended educational institution,Unpaid domestic services for household members,827,290,.35066506,39570,136.448275862069,47.847641
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended educational institution,Unpaid caregiving services for household members,827,41,.049576785,2790,68.04878048780488,3.3736396
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended educational institution,Learning,827,756,.9141475,320580,424.047619047619,387.64209
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended educational institution,"Socializing and communication, community participation and religious practice",827,616,.74486095,82800,134.4155844155844,100.12092
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended educational institution,"Culture, leisure, mass-media and sports practices",827,796,.96251512,177720,223.2663316582914,214.89722
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended educational institution,Self-care and maintenance,827,827,1,656490,793.8210399032648,793.82104
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended domestic duties only,Production of goods for own final use,154,30,.19480519,2910,97,18.896105
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended domestic duties only,Unpaid domestic services for household members,154,141,.91558444,47550,337.2340425531915,308.76624
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended domestic duties only,Unpaid caregiving services for household members,154,17,.11038961,1440,84.70588235294117,9.3506489
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended domestic duties only,Learning,154,15,.097402595,5100,340,33.116882
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended domestic duties only,"Socializing and communication, community participation and religious practice",154,145,.94155842,29040,200.2758620689655,188.57143
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",154,147,.95454544,32580,221.6326530612245,211.55844
Hinduism,scheduled caste,Rural,female,never married,Saturday,attended domestic duties only,Self-care and maintenance,154,154,1,120330,781.3636363636364,781.36365
Hinduism,scheduled caste,Rural,female,never married,Saturday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Production of goods for own final use,37,21,.56756759,3030,144.2857142857143,81.891891
Hinduism,scheduled caste,Rural,female,never married,Saturday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid domestic services for household members,37,36,.97297299,10470,290.8333333333333,282.97296
Hinduism,scheduled caste,Rural,female,never married,Saturday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Socializing and communication, community participation and religious practice",37,33,.8918919,6570,199.0909090909091,177.56757
Hinduism,scheduled caste,Rural,female,never married,Saturday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Culture, leisure, mass-media and sports practices",37,34,.91891891,7860,231.1764705882353,212.43243
Hinduism,scheduled caste,Rural,female,never married,Saturday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Self-care and maintenance,37,37,1,29250,790.5405405405405,790.54053
Hinduism,scheduled caste,Rural,female,never married,Sunday,worked as regular salaried/ wage employee,Unpaid domestic services for household members,16,11,.6875,2730,248.1818181818182,170.625
Hinduism,scheduled caste,Rural,female,never married,Sunday,worked as regular salaried/ wage employee,"Socializing and communication, community participation and religious practice",16,15,.9375,3840,256,240
Hinduism,scheduled caste,Rural,female,never married,Sunday,worked as regular salaried/ wage employee,"Culture, leisure, mass-media and sports practices",16,15,.9375,4500,300,281.25
Hinduism,scheduled caste,Rural,female,never married,Sunday,worked as regular salaried/ wage employee,Self-care and maintenance,16,16,1,13080,817.5,817.5
Hinduism,scheduled caste,Rural,female,never married,Sunday,worked as casual wage labour: in other types of work,Employment and related activities,15,14,.93333334,6660,475.7142857142857,444
Hinduism,scheduled caste,Rural,female,never married,Sunday,worked as casual wage labour: in other types of work,Unpaid domestic services for household members,15,10,.66666669,1560,156,104
Hinduism,scheduled caste,Rural,female,never married,Sunday,worked as casual wage labour: in other types of work,"Socializing and communication, community participation and religious practice",15,10,.66666669,1770,177,118
Hinduism,scheduled caste,Rural,female,never married,Sunday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",15,14,.93333334,2310,165,154
Hinduism,scheduled caste,Rural,female,never married,Sunday,worked as casual wage labour: in other types of work,Self-care and maintenance,15,15,1,11370,758,758
Hinduism,scheduled caste,Rural,female,never married,Sunday,did not work but was seeking and/or available for work,Unpaid domestic services for household members,14,14,1,3540,252.8571428571429,252.85715
Hinduism,scheduled caste,Rural,female,never married,Sunday,did not work but was seeking and/or available for work,"Socializing and communication, community participation and religious practice",14,11,.78571427,3030,275.4545454545454,216.42857
Hinduism,scheduled caste,Rural,female,never married,Sunday,did not work but was seeking and/or available for work,"Culture, leisure, mass-media and sports practices",14,13,.9285714,3000,230.7692307692308,214.28572
Hinduism,scheduled caste,Rural,female,never married,Sunday,did not work but was seeking and/or available for work,Self-care and maintenance,14,14,1,11100,792.8571428571429,792.85712
Hinduism,scheduled caste,Rural,female,never married,Sunday,attended educational institution,Employment and related activities,560,10,.017857144,1800,180,3.2142856
Hinduism,scheduled caste,Rural,female,never married,Sunday,attended educational institution,Production of goods for own final use,560,59,.10535714,4590,77.79661016949153,8.1964283
Hinduism,scheduled caste,Rural,female,never married,Sunday,attended educational institution,Unpaid domestic services for household members,560,251,.44821429,42510,169.3625498007968,75.910713
Hinduism,scheduled caste,Rural,female,never married,Sunday,attended educational institution,Unpaid caregiving services for household members,560,47,.08392857,5910,125.7446808510638,10.553572
Hinduism,scheduled caste,Rural,female,never married,Sunday,attended educational institution,Learning,560,447,.79821426,100200,224.1610738255034,178.92857
Hinduism,scheduled caste,Rural,female,never married,Sunday,attended educational institution,"Socializing and communication, community participation and religious practice",560,461,.82321429,86190,186.9631236442516,153.91072
Hinduism,scheduled caste,Rural,female,never married,Sunday,attended educational institution,"Culture, leisure, mass-media and sports practices",560,543,.96964288,176910,325.8011049723757,315.91071
Hinduism,scheduled caste,Rural,female,never married,Sunday,attended educational institution,Self-care and maintenance,560,560,1,461130,823.4464285714286,823.44641
Hinduism,scheduled caste,Rural,female,never married,Sunday,attended domestic duties only,Production of goods for own final use,110,16,.14545454,1380,86.25,12.545455
Hinduism,scheduled caste,Rural,female,never married,Sunday,attended domestic duties only,Unpaid domestic services for household members,110,102,.92727274,35430,347.3529411764706,322.09091
Hinduism,scheduled caste,Rural,female,never married,Sunday,attended domestic duties only,"Socializing and communication, community participation and religious practice",110,98,.89090908,21720,221.6326530612245,197.45454
Hinduism,scheduled caste,Rural,female,never married,Sunday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",110,106,.96363634,26100,246.2264150943396,237.27272
Hinduism,scheduled caste,Rural,female,never married,Sunday,attended domestic duties only,Self-care and maintenance,110,110,1,87780,798,798
Hinduism,scheduled caste,Rural,female,never married,Sunday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Production of goods for own final use,31,16,.51612902,2970,185.625,95.80645
Hinduism,scheduled caste,Rural,female,never married,Sunday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid domestic services for household members,31,29,.93548387,10110,348.6206896551724,326.12903
Hinduism,scheduled caste,Rural,female,never married,Sunday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Socializing and communication, community participation and religious practice",31,28,.90322578,5520,197.1428571428571,178.06451
Hinduism,scheduled caste,Rural,female,never married,Sunday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Culture, leisure, mass-media and sports practices",31,27,.87096775,5640,208.8888888888889,181.93549
Hinduism,scheduled caste,Rural,female,never married,Sunday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Self-care and maintenance,31,31,1,25230,813.8709677419355,813.87097
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked in household enterprise (self-employed): own account worker,Employment and related activities,157,115,.7324841,35400,307.8260869565217,225.47771
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked in household enterprise (self-employed): own account worker,Production of goods for own final use,157,63,.40127388,9120,144.7619047619048,58.089172
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked in household enterprise (self-employed): own account worker,Unpaid domestic services for household members,157,150,.955414,49110,327.4,312.80255
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked in household enterprise (self-employed): own account worker,Unpaid caregiving services for household members,157,75,.477707,11850,158,75.477707
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",157,150,.955414,25080,167.2,159.74522
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",157,123,.78343952,15900,129.2682926829268,101.27389
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,157,157,1,112620,717.3248407643312,717.32483
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as helper in household enterprise (unpaid family worker),Employment and related activities,124,98,.7903226,31200,318.3673469387755,251.6129
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as helper in household enterprise (unpaid family worker),Production of goods for own final use,124,55,.44354838,8310,151.0909090909091,67.016129
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as helper in household enterprise (unpaid family worker),Unpaid domestic services for household members,124,120,.96774191,39030,325.25,314.75806
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as helper in household enterprise (unpaid family worker),Unpaid caregiving services for household members,124,55,.44354838,7500,136.3636363636364,60.483871
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as helper in household enterprise (unpaid family worker),"Socializing and communication, community participation and religious practice",124,115,.92741936,19590,170.3478260869565,157.98387
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as helper in household enterprise (unpaid family worker),"Culture, leisure, mass-media and sports practices",124,105,.84677422,11820,112.5714285714286,95.322578
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as helper in household enterprise (unpaid family worker),Self-care and maintenance,124,124,1,88800,716.1290322580645,716.12903
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as regular salaried/ wage employee,Employment and related activities,63,60,.95238096,25620,427,406.66666
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as regular salaried/ wage employee,Production of goods for own final use,63,11,.17460318,1110,100.9090909090909,17.619047
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as regular salaried/ wage employee,Unpaid domestic services for household members,63,63,1,16170,256.6666666666667,256.66666
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as regular salaried/ wage employee,Unpaid caregiving services for household members,63,20,.31746033,1860,93,29.523809
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as regular salaried/ wage employee,"Socializing and communication, community participation and religious practice",63,59,.93650794,8520,144.4067796610169,135.2381
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as regular salaried/ wage employee,"Culture, leisure, mass-media and sports practices",63,54,.85714287,6120,113.3333333333333,97.14286
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as regular salaried/ wage employee,Self-care and maintenance,63,63,1,44100,700,700
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as casual wage labour: in public works,Employment and related activities,32,24,.75,9960,415,311.25
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as casual wage labour: in public works,Unpaid domestic services for household members,32,32,1,9660,301.875,301.875
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as casual wage labour: in public works,Unpaid caregiving services for household members,32,12,.375,1770,147.5,55.3125
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as casual wage labour: in public works,"Socializing and communication, community participation and religious practice",32,30,.9375,6870,229,214.6875
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as casual wage labour: in public works,"Culture, leisure, mass-media and sports practices",32,27,.84375,4020,148.8888888888889,125.625
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as casual wage labour: in public works,Self-care and maintenance,32,32,1,24060,751.875,751.875
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as casual wage labour: in other types of work,Employment and related activities,225,182,.80888891,79830,438.6263736263736,354.79999
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as casual wage labour: in other types of work,Production of goods for own final use,225,61,.2711111,4560,74.75409836065573,20.266666
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as casual wage labour: in other types of work,Unpaid domestic services for household members,225,218,.96888888,70500,323.394495412844,313.33334
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as casual wage labour: in other types of work,Unpaid caregiving services for household members,225,77,.34222221,9450,122.7272727272727,42
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as casual wage labour: in other types of work,"Socializing and communication, community participation and religious practice",225,206,.91555554,39720,192.8155339805825,176.53334
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",225,176,.78222221,20040,113.8636363636364,89.066666
Hinduism,scheduled caste,Rural,female,currently married,Monday,worked as casual wage labour: in other types of work,Self-care and maintenance,225,225,1,159420,708.5333333333333,708.53333
Hinduism,scheduled caste,Rural,female,currently married,Monday,attended domestic duties only,Employment and related activities,947,36,.038014784,9210,255.8333333333333,9.7254486
Hinduism,scheduled caste,Rural,female,currently married,Monday,attended domestic duties only,Production of goods for own final use,947,212,.22386484,19050,89.85849056603773,20.116156
Hinduism,scheduled caste,Rural,female,currently married,Monday,attended domestic duties only,Unpaid domestic services for household members,947,929,.98099262,416520,448.3530678148547,439.83105
Hinduism,scheduled caste,Rural,female,currently married,Monday,attended domestic duties only,Unpaid caregiving services for household members,947,550,.5807814,103590,188.3454545454545,109.38754
Hinduism,scheduled caste,Rural,female,currently married,Monday,attended domestic duties only,"Unpaid volunteer, trainee and other unpaid work",947,10,.010559662,1740,174,1.8373812
Hinduism,scheduled caste,Rural,female,currently married,Monday,attended domestic duties only,"Socializing and communication, community participation and religious practice",947,899,.94931364,177240,197.1523915461624,187.15945
Hinduism,scheduled caste,Rural,female,currently married,Monday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",947,822,.8680042,140130,170.4744525547445,147.97255
Hinduism,scheduled caste,Rural,female,currently married,Monday,attended domestic duties only,Self-care and maintenance,947,947,1,703440,742.8088701161563,742.8089
Hinduism,scheduled caste,Rural,female,currently married,Monday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Employment and related activities,552,56,.10144927,12420,221.7857142857143,22.5
Hinduism,scheduled caste,Rural,female,currently married,Monday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Production of goods for own final use,552,287,.51992756,42990,149.7909407665505,77.880432
Hinduism,scheduled caste,Rural,female,currently married,Monday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid domestic services for household members,552,543,.98369563,224070,412.6519337016575,405.92392
Hinduism,scheduled caste,Rural,female,currently married,Monday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid caregiving services for household members,552,301,.54528987,49920,165.8471760797342,90.434784
Hinduism,scheduled caste,Rural,female,currently married,Monday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Socializing and communication, community participation and religious practice",552,519,.94021738,105450,203.1791907514451,191.03261
Hinduism,scheduled caste,Rural,female,currently married,Monday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Culture, leisure, mass-media and sports practices",552,464,.84057969,64170,138.2974137931035,116.25
Hinduism,scheduled caste,Rural,female,currently married,Monday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Self-care and maintenance,552,552,1,409290,741.4673913043479,741.46741
Hinduism,scheduled caste,Rural,female,currently married,Monday,"rentiers, pensioners , remittance recipients, etc.",Production of goods for own final use,47,17,.36170211,1890,111.1764705882353,40.212765
Hinduism,scheduled caste,Rural,female,currently married,Monday,"rentiers, pensioners , remittance recipients, etc.",Unpaid domestic services for household members,47,45,.95744681,16170,359.3333333333333,344.04254
Hinduism,scheduled caste,Rural,female,currently married,Monday,"rentiers, pensioners , remittance recipients, etc.",Unpaid caregiving services for household members,47,25,.53191489,4950,198,105.31915
Hinduism,scheduled caste,Rural,female,currently married,Monday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",47,45,.95744681,9720,216,206.80852
Hinduism,scheduled caste,Rural,female,currently married,Monday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",47,39,.82978725,6270,160.7692307692308,133.40425
Hinduism,scheduled caste,Rural,female,currently married,Monday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,47,47,1,36930,785.7446808510638,785.74469
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked in household enterprise (self-employed): own account worker,Employment and related activities,176,137,.77840906,42570,310.7299270072993,241.875
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked in household enterprise (self-employed): own account worker,Production of goods for own final use,176,68,.38636363,10290,151.3235294117647,58.465908
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked in household enterprise (self-employed): own account worker,Unpaid domestic services for household members,176,173,.98295456,58950,340.7514450867052,334.94318
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked in household enterprise (self-employed): own account worker,Unpaid caregiving services for household members,176,56,.31818181,7950,141.9642857142857,45.170456
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",176,167,.94886363,31860,190.7784431137725,181.02272
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",176,140,.79545456,19950,142.5,113.35227
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,176,176,1,124380,706.7045454545455,706.70453
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as helper in household enterprise (unpaid family worker),Employment and related activities,133,84,.63157892,27150,323.2142857142857,204.13535
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as helper in household enterprise (unpaid family worker),Production of goods for own final use,133,67,.50375938,9960,148.6567164179104,74.887215
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as helper in household enterprise (unpaid family worker),Unpaid domestic services for household members,133,130,.97744364,45420,349.3846153846154,341.50375
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as helper in household enterprise (unpaid family worker),Unpaid caregiving services for household members,133,55,.41353384,6570,119.4545454545455,49.398495
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as helper in household enterprise (unpaid family worker),"Socializing and communication, community participation and religious practice",133,123,.92481202,21570,175.3658536585366,162.18045
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as helper in household enterprise (unpaid family worker),"Culture, leisure, mass-media and sports practices",133,112,.84210527,12540,111.9642857142857,94.285713
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as helper in household enterprise (unpaid family worker),Self-care and maintenance,133,133,1,95190,715.7142857142857,715.71429
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as regular salaried/ wage employee,Employment and related activities,76,70,.92105263,31200,445.7142857142857,410.52631
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as regular salaried/ wage employee,Production of goods for own final use,76,13,.17105263,870,66.92307692307692,11.447369
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as regular salaried/ wage employee,Unpaid domestic services for household members,76,73,.96052629,20250,277.3972602739726,266.44736
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as regular salaried/ wage employee,Unpaid caregiving services for household members,76,27,.35526314,3600,133.3333333333333,47.36842
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as regular salaried/ wage employee,"Socializing and communication, community participation and religious practice",76,68,.89473683,11400,167.6470588235294,150
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as regular salaried/ wage employee,"Culture, leisure, mass-media and sports practices",76,71,.93421054,8790,123.8028169014084,115.6579
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as regular salaried/ wage employee,Self-care and maintenance,76,76,1,52800,694.7368421052631,694.73682
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as casual wage labour: in public works,Employment and related activities,25,19,.75999999,7140,375.7894736842105,285.60001
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as casual wage labour: in public works,Production of goods for own final use,25,10,.40000001,1440,144,57.599998
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as casual wage labour: in public works,Unpaid domestic services for household members,25,25,1,6900,276,276
